English_Name,Chinese_Name,Gender,Alignment,Power_Type,Detailed_Power,MCU_Presence,Movie_Count,Primary_Team,Mentor_CN,Risk_Level,Social_Style,hero,degree_score,betweenness_score,faction_id,Cross_Index,Loyalty_Score
GATEWAY,传送门,男,中立,宇宙能量,拥有心灵传送能力，能打开传送门连接不同地点，并具备心灵感应和预知能力。,否,0,X战警,无,3,孤傲,GATEWAY,0.0283665835411471,0.0001963195091581,4,0.6966790115961387,0.01098901098901099
ULTRON,奥创,非人类,反派,科技,拥有超强人工智能、自我复制、意识转移、控制网络与机械、能量发射等能力，致力于消灭人类。,是,1,无（独立反派，曾短暂控制复仇者联盟基地）,汉克·皮姆（漫画）/托尼·斯塔克（MCU）,9,孤傲,ULTRON,0.0283665835411471,0.0004387722610574,14,0.6263129136057313,0.16483516483516483
RINGMASTER/MAYNARD T,马戏团团长/梅纳德·T,男,反派,科技,通过高科技头盔发射催眠光线，能控制他人思想和行为。,否,0,马戏团犯罪团伙,无,4,操纵者,RINGMASTER/MAYNARD T,0.0283665835411471,0.0005044615934616,0,0.6907291603424199,0.1813186813186813
DARK BEAST/HENRY MCC,黑暗野兽/亨利·麦考伊,男,反派,变异,拥有超人的力量、速度、敏捷性和感官，以及野兽般的利爪和毛发，但比主宇宙的野兽更残忍、更具攻击性。,否,0,邪恶变种人兄弟会,天启,7,孤傲/残忍,DARK BEAST/HENRY MCC,0.0283665835411471,0.0014993143498664,4,0.6168417218140976,0.13186813186813187
SILVER SAMURAI/KENYU,银武士/健由,男,反派,科技/格斗,精通剑术与格斗，身穿高科技银武士盔甲，盔甲可释放能量冲击波，并具有超强防御力。,否,0,暂无固定核心阵营,暂无,6,孤傲,SILVER SAMURAI/KENYU,0.0282107231920199,0.0010180661470767,4,0.7105586249232658,0.143646408839779
"LEEDS, NED",内德·利兹,男,正派,科技,作为蜘蛛侠的得力助手，擅长使用电脑技术提供远程支援和情报分析，无直接超能力。,是,3,蜘蛛侠团队,彼得·帕克,2,团队核心,"LEEDS, NED",0.0280548628428927,0.0002857662473495,18,0.6653631284916202,0.2833333333333333
"LEE, STAN",斯坦·李,男,中立,非超人类,作为漫威宇宙的创作者之一，没有超能力，但以客串角色身份出现在多个漫威作品中。,是,约20部,无,无,1,友好客串,"LEE, STAN",0.0280548628428927,0.0003010749173998,5,0.619925512104283,0.03333333333333333
CRIMSON COWL II/,绯红兜帽二世,男,反派,科技,身穿高科技装甲，具备飞行、能量发射、隐形、增强力量与防御能力，并配备多种武器系统。,否,0,雷霆特工队,泽莫男爵,6,孤傲,CRIMSON COWL II/,0.0280548628428927,0.0003248663430168,0,0.67243947858473,0.18333333333333332
DR. SPECTRUM/JOSEPH,光谱博士/约瑟夫,男,正派,宇宙能量,通过光谱棱镜操控宇宙能量，可发射能量束、飞行、创造能量场和吸收能量。,否,0,复仇者联盟,光谱博士（莫妮卡·朗博）,4,团队核心,DR. SPECTRUM/JOSEPH,0.0278990024937655,0.0011083170501971,14,0.6670014437260687,0.33519553072625696
MODOK/GEORGE TARLETO,魔多客/乔治·塔尔顿,男,反派,科技,拥有巨大头部和悬浮身体，具备超强智力、心灵感应、能量发射和飞行能力，是A.I.M.的领导者。,是,1,先锋科技(A.I.M.),无,8,孤傲/控制欲强,MODOK/GEORGE TARLETO,0.0278990024937655,0.000176104622531,0,0.6508066034774966,0.2011173184357542
BROTHER VOODOO/DANIE,巫毒兄弟/丹尼尔·德拉姆,男,正派,魔法,精通巫毒魔法，能召唤灵体、操控火焰、附身他人，并拥有强大的精神感应和治愈能力。,否,0,午夜之子,杰里科·德拉姆,4,沉稳内敛,BROTHER VOODOO/DANIE,0.0275872817955112,0.0010511753267031,14,0.5123908577298408,0.5480225988700564
SUPER SKRULL/KL'RT,超级斯克鲁人/克拉特,男,反派,变异,拥有神奇四侠所有成员的超能力，包括隐形、伸缩、火焰控制和岩石皮肤，由斯克鲁帝国基因改造而成。,否,0,斯克鲁帝国,无,8,忠诚战士,SUPER SKRULL/KL'RT,0.0275872817955112,0.0004146808342942,5,0.5873780174627632,0.2033898305084746
FERAL/MARIA CALLASAN,野性/玛丽亚·卡拉桑,女,反派,变异,拥有猫科动物的超强感官、敏捷性、利爪和再生能力，能像猫一样攀爬和跳跃。,否,0,掠夺者,掠夺者（团队）,4,孤傲,FERAL/MARIA CALLASAN,0.0275872817955112,0.0002710325315218,4,0.6821391884951207,0.12994350282485875
BULLDOZER/HENRY CAMP,推土机/亨利·坎普,男,反派,科技,身穿重型装甲，拥有超强力量和防御力，能高速冲撞摧毁目标，是邪恶组织“邪恶大师”的成员。,否,0,邪恶大师,泽莫男爵,6,团队执行者,BULLDOZER/HENRY CAMP,0.027431421446384,0.0002329851020036,5,0.5993506493506493,0.2159090909090909
"OSBORN, NORMIE",诺米·奥斯本,男,反派,科技,穿戴高科技绿魔装甲，具备飞行、增强力量、发射能量武器和投掷南瓜炸弹的能力。,否,0,邪恶六人组,诺曼·奥斯本,6,复仇心切,"OSBORN, NORMIE",0.0272755610972568,0.0010024042436146,18,0.7175041050903119,0.14857142857142858
"JONES, MARLO CHANDLE",马洛·钱德尔·琼斯,女,反派,变异,拥有超强的心灵感应和精神控制能力，能操纵他人思维并制造幻象。,否,0,地狱火俱乐部,塞巴斯蒂安·肖,7,双重间谍,"JONES, MARLO CHANDLE",0.0272755610972568,0.0008509928064225,7,0.7779967159277504,0.12
URSA MAJOR/MIKHAIL U,大熊/米哈伊尔·U,男,正派,变异,能够变身为巨大的北极熊，拥有超人的力量、耐力和感官，并能控制其他熊类。,否,0,冬卫队,红卫兵,4,团队核心,URSA MAJOR/MIKHAIL U,0.0272755610972568,0.00011069924971,14,0.331888341543514,0.6342857142857142
SHIP,飞船,非人类,正派,科技,一艘拥有高度人工智能的宇宙飞船，具备自主飞行、武器系统、生命维持和战术分析能力，可变形并与驾驶员协同作战。,否,0,银河护卫队,星爵,3,忠诚伙伴,SHIP,0.0271197007481296,0.0003817913716269,4,0.6400239186764999,0.3563218390804598
VAPOR,蒸汽,女,反派,变异,能够将身体转化为蒸汽形态，免疫物理攻击，控制水汽进行攻击和移动，并能通过蒸汽造成窒息或灼伤。,否,0,邪恶大师,泽莫男爵,5,团队合作者,VAPOR,0.0271197007481296,0.0004129814567034,0,0.6381635771709522,0.21264367816091953
BATROC/GEORGES BATRO,巴托克/乔治·巴托,男,反派,格斗,前法国外籍军团成员，精通萨瓦特格斗术，无超能力但体能和格斗技巧远超常人。,是,1,无固定阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,BATROC/GEORGES BATRO,0.0271197007481296,0.0006617671799142,0,0.748721015214936,0.23563218390804597
RONAN THE ACCUSER [K,指控者罗南,男,反派,科技/宇宙能量,克里帝国军事指挥官，拥有超强力量、耐力、飞行能力，使用万能武器，能操控宇宙能量，免疫多数物理攻击。,是,2,克里帝国,至高智慧,8,孤傲/狂热,RONAN THE ACCUSER [K,0.0271197007481296,0.00054453235939,9,0.5757756959670454,0.08045977011494253
CH'OD,乔德,男,正派,变异,拥有鲨鱼人般的超强力量、耐力、游泳速度和锋利牙齿，能在水下呼吸和高速移动。,否,0,星际骑士团,无特定核心导师,4,团队核心,CH'OD,0.0269638403990024,0.0001658088714996,4,0.5296410807904288,0.4624277456647399
SHROUD/MAXIMILLIAN Q,裹尸布/马克西米利安·Q,男,正派,科技,通过高科技装备获得夜视、隐身、增强感官和格斗能力，擅长潜行与情报收集。,否,0,夜魔侠盟友,无明确核心导师,3,孤傲,SHROUD/MAXIMILLIAN Q,0.0269638403990024,0.0004809313497568,14,0.43809651834924046,0.5317919075144508
RAZA LONGKNIFE,拉扎·长刀,男,反派,格斗,精通多种格斗技巧和武器使用，尤其擅长使用长刀，是经验丰富的雇佣兵和战士。,是,1,十戒帮,满大人,4,冷酷/雇佣兵,RAZA LONGKNIFE,0.0268079800498753,0.0001652845810877,4,0.5297157622739018,0.09883720930232558
"KENT, CLARK",克拉克·肯特,男,正派,神力,拥有飞行、超级力量、超级速度、热视线、冰冻呼吸、刀枪不入等超能力，源自氪星人基因与地球太阳辐射的相互作用。,否,0,正义联盟,乔纳森·肯特,1,团队核心,"KENT, CLARK",0.0266521197007481,0.0002645665681269,4,0.5824561403508772,0.45614035087719296
WHIZZER II/STANLEY S,旋风侠二世/斯坦利·S,男,正派,变异,通过实验获得超高速移动能力，能快速奔跑、反应敏捷，并产生旋风效应。,否,0,复仇者联盟,美国队长,3,团队合作者,WHIZZER II/STANLEY S,0.0266521197007481,0.0010485513801261,14,0.6416924664602683,0.3508771929824561
BLACK MAMBA/TANYA SE,黑曼巴/谭雅·塞,女,反派,变异,通过基因改造获得蛇类特性，包括剧毒唾液、超强柔韧性、快速再生和热感应能力。,否,0,邪恶大师,暂无明确核心导师,6,冷酷/服从指令,BLACK MAMBA/TANYA SE,0.0266521197007481,0.0001991364455773,0,0.6802889576883384,0.23391812865497075
BLITZKRIEG/,闪电战/,男,反派,变异,拥有超人的速度、力量和耐力，能产生冲击波，是超级士兵计划的产物。,否,0,九头蛇,红骷髅,6,狂热追随者,BLITZKRIEG/,0.0264962593516209,0.0003672343205207,14,0.3305951966585451,0.12941176470588237
MELTER/BRUNO HORGAN,熔化者/布鲁诺·霍根,男,反派,科技,身穿特制装甲，能发射高温射线熔化金属和物体，装甲提供一定防护和增强力量。,否,0,邪恶大师,无,4,孤傲,MELTER/BRUNO HORGAN,0.0264962593516209,9.205383733096942e-05,5,0.5328924469195963,0.2823529411764706
DEMOLITION MAN/DENNI,破坏者/丹尼,男,反派,科技,身穿高科技装甲，具备超强力量、飞行能力和能量武器，装甲提供防护和战斗支持。,否,0,无固定核心阵营，常作为雇佣兵或独立反派活动,无,4,孤傲,DEMOLITION MAN/DENNI,0.0264962593516209,0.0001523570663895,0,0.6378002088409328,0.14705882352941177
ARISHEM [CELESTIAL],阿里瑟姆 [天神族],非人类,中立,宇宙能量,作为天神族法官，拥有创造和毁灭星球的宇宙级力量，能操控物质和能量，审判文明存亡。,是,1,天神族,无,10,孤傲,ARISHEM [CELESTIAL],0.0264962593516209,0.0003729558203407,5,0.5934563174382179,0.058823529411764705
CRIMSON DYNAMO V/DIM,绯红机甲五号/迪姆,男,反派,科技,驾驶苏联研发的巨型动力装甲，具备飞行、能量武器、超强防御和力量增强能力。,否,0,苏联/俄罗斯军方,无明确核心导师,7,军人作风/忠诚执行,CRIMSON DYNAMO V/DIM,0.0263403990024937,0.000132384643578,14,0.4083544660467737,0.11834319526627218
ARABIAN KNIGHT/ABDUL,阿拉伯骑士/阿卜杜勒,男,正派,魔法,使用魔法飞毯飞行，操控魔法弯刀进行攻击，拥有超人的力量和耐力。,否,0,复仇者联盟,无,3,团队核心,ARABIAN KNIGHT/ABDUL,0.0261845386533665,0.0005565901558718,14,0.3250641573994867,0.6130952380952381
"SOUTHERN, CANDY",坎迪·萨瑟恩,女,反派,科技,通过先进科技装备增强体能和战斗技巧，擅长使用定制武器和战术装备进行渗透与破坏。,否,0,无固定核心阵营,无,4,孤傲,"SOUTHERN, CANDY",0.0261845386533665,0.0001751196101909,4,0.6697319646421442,0.16666666666666666
DIABLO/ESTEBAN DE AB,迪亚布罗/埃斯特班·德·阿布,男,反派,魔法,精通炼金术，能制造各种魔法药剂和化学武器，擅长化学攻击和变形术。,否,0,邪恶大师,无明确核心导师,6,孤傲,DIABLO/ESTEBAN DE AB,0.0261845386533665,0.0012131714305844,5,0.58169375534645,0.23809523809523808
TALISMAN II/ELIZABET,塔利斯曼二世/伊丽莎白,女,正派,魔法,作为塔利斯曼的继承者，她能够操控强大的魔法能量，主要用于防御、能量投射和感知超自然威胁。,否,0,神盾局,塔利斯曼,4,团队核心,TALISMAN II/ELIZABET,0.0261845386533665,0.0001707761879629,14,0.5848303393213573,0.42857142857142855
PLANTMAN/SAM SMITHER,植物人/萨姆·斯密瑟,男,反派,变异,通过变异获得与植物沟通和控制植物的能力，能操控植物生长、移动和攻击，甚至制造植物怪物。,否,0,邪恶大师,无明确核心导师,4,孤僻,PLANTMAN/SAM SMITHER,0.0261845386533665,0.0003144277046307,0,0.6209723410322212,0.20833333333333334
DRAGONFLY/VERONICA D,蜻蜓/维罗妮卡·D,女,反派,科技,通过高科技装备获得飞行能力，配备能量武器和增强力量，擅长空中作战和战术突袭。,否,0,邪恶大师,暂无明确导师,5,孤傲,DRAGONFLY/VERONICA D,0.0260286783042394,0.0003507849745405,0,0.6550032465190101,0.17964071856287425
"GREY, DR. JOHN",约翰·格雷博士,男,反派,变异,拥有强大的心灵感应能力，能读取和控制他人思想，制造精神攻击和幻觉，并具备一定的精神防御能力。,否,0,X战警,X教授,7,孤傲,"GREY, DR. JOHN",0.0260286783042394,0.0001049378489543,4,0.5556597648077339,0.16167664670658682
"STRUCKER, ANDREAS",安德烈亚斯·斯特拉克,男,反派,科技,作为斯特拉克男爵之子，他精通军事战术和间谍技术，擅长使用高科技武器和装备进行战斗。,否,0,九头蛇,斯特拉克男爵,6,孤傲,"STRUCKER, ANDREAS",0.0258728179551122,0.0003093478298153,4,0.6771814530850675,0.18674698795180722
ANACONDA/BLANCHE SIT,巨蟒/布兰奇·西特,女,反派,变异,拥有蛇类基因，身体可极度拉伸和扭曲，力量远超常人，并能分泌毒液。,否,0,邪恶大师,暂无明确核心导师,5,团队合作,ANACONDA/BLANCHE SIT,0.0258728179551122,0.0002087437744828,0,0.6608981380065717,0.18072289156626506
SHAMROCK/MOLLY FITZG,三叶草/莫莉·菲茨杰拉德,女,正派,魔法,拥有基于爱尔兰神话的魔法能力，能召唤幸运光环，操控概率，制造保护性魔法场。,否,0,X战警,X教授,3,团队合作者,SHAMROCK/MOLLY FITZG,0.0258728179551122,0.00011785166762,14,0.30938298649142026,0.6385542168674698
"TANAKA, KENJIRO",田中健次郎,男,反派,科技,精通先进科技武器与战术，擅长使用高科技装备进行渗透与破坏，具备出色的战斗技巧和战略头脑。,否,0,九头蛇,无,4,孤傲,"TANAKA, KENJIRO",0.025716957605985,0.0003107651875755,14,0.6980783444198078,0.08484848484848485
STARSHINE II/BRANDY,星光二世/布兰迪,女,正派,宇宙能量,吸收和操控星光能量，用于飞行、能量投射和防御，能力强度与星光环境相关。,否,0,新勇士,星光一世,3,团队合作,STARSHINE II/BRANDY,0.025716957605985,0.0073703893862988,14,0.7304508499630451,0.3212121212121212
MAM'SELLE HEPZIBAH,赫普齐巴小姐,女,正派,变异,拥有类似猫的敏捷性、夜视能力、锋利的爪子，以及超强的平衡感和攀爬能力。,否,0,星标,科斯莫,3,忠诚伙伴,MAM'SELLE HEPZIBAH,0.0255610972568578,0.0001503141134919,4,0.5186293580727218,0.4634146341463415
TESSA,泰莎,女,正派,科技,作为S.H.I.E.L.D.的智能生命体，具备高级人工智能、数据分析、网络入侵、战术支援及与系统交互的能力。,否,0,神盾局,尼克·弗瑞,3,高效支援,TESSA,0.0255610972568578,0.0001251120544588,4,0.6309292234026636,0.3475609756097561
"STRUCKER, ANDREA",安德烈亚·斯特拉克,女,反派,科技,作为斯特拉克男爵的女儿，她精通各种先进武器和战术，并领导着九头蛇的精英部队，具备出色的战斗和指挥能力。,否,0,九头蛇,斯特拉克男爵,6,冷酷果断,"STRUCKER, ANDREA",0.0255610972568578,0.000297625343042,4,0.6731258416878647,0.18902439024390244
"STONE, LT. MARCUS",马库斯·斯通中尉,男,正派,科技,作为神盾局特工，主要依靠高科技装备、战术训练和格斗技能执行任务，无超自然能力。,否,0,神盾局,尼克·弗瑞,3,团队核心,"STONE, LT. MARCUS",0.0254052369077306,0.0004931146153375,5,0.6878739680375672,0.3374233128834356
MAXIMUS [INHUMAN],马克西姆斯,男,反派,变异,拥有强大的心灵感应和精神控制能力，能操纵他人思想和情绪，是异人族王室成员。,是,0,异人族王室,黑蝠王,8,野心勃勃/阴谋家,MAXIMUS [INHUMAN],0.0254052369077306,0.0004959413958847,5,0.7025675982731198,0.147239263803681
PENANCE/MONET ST. CR,忏悔者/莫奈·圣克罗,女,正派,变异,拥有超人的力量、速度、耐力、飞行能力、自愈能力和心灵感应，是变种人中的全能战士。,否,0,X战警,X教授,7,孤傲,PENANCE/MONET ST. CR,0.0254052369077306,0.000412407187572,4,0.7466484889797773,0.22085889570552147
UNION JACK III/JOEY,联合杰克三世/乔伊·查普曼,男,正派,科技,使用高科技装备，包括能量武器、飞行背包和增强战斗服，具备出色的格斗技巧和战术头脑。,否,0,英国超级英雄团队（如：英国队长团队或MI-13）,布莱恩·福斯克（联合杰克二世）,4,团队合作者,UNION JACK III/JOEY,0.0254052369077306,0.0001939915368362,0,0.5139740967961827,0.4049079754601227
BLAQUESMITH,黑铁匠,男,正派,科技,天才级机械工程师，擅长设计和制造高科技武器与装备，尤其精通动力外骨骼和能量武器系统。,否,0,X战警,野兽,3,技术宅/幕后支援,BLAQUESMITH,0.0254052369077306,0.0014531244316126,4,0.7120351435279861,0.3006134969325153
"WISDOM, PETER",彼得·威斯登,男,正派,变异,拥有超强直觉和预知能力，能感知危险并做出最佳决策，同时具备出色的格斗技巧和战略思维。,否,0,X战警,X教授,3,孤傲,"WISDOM, PETER",0.0254052369077306,0.0003868014052394,4,0.6468226918124669,0.36809815950920244
"ROBERTSON, RANDY",兰迪·罗伯逊,男,正派,格斗,作为《号角日报》的记者，他拥有出色的调查能力和新闻直觉，但没有超能力。,否,0,号角日报,J·乔纳·詹姆森,1,正直记者,"ROBERTSON, RANDY",0.0250935162094763,0.0009695711906384,18,0.7301242236024845,0.16770186335403728
GHAUR [DEVIANT],高尔[异人族],男,反派,变异,拥有心灵感应、念力操控、能量投射等强大超能力，是异人族的领袖之一。,否,0,异人族,无,8,孤傲,GHAUR [DEVIANT],0.0250935162094763,0.0002479701617436,5,0.6090838509316769,0.17391304347826086
RED GUARDIAN III/DR.,红色守卫者III/博士,男,正派,科技,通过高科技装甲获得超级力量、飞行能力、能量发射和增强的防御力，是苏联版本的钢铁侠。,是,1,苏联/俄罗斯超级士兵项目,苏联政府,5,团队核心,RED GUARDIAN III/DR.,0.0250935162094763,0.0001450713321258,14,0.5907608695652173,0.40993788819875776
"POWER, DR. JIM",吉姆·鲍尔博士,男,反派,科技,通过实验获得超强体能和能量操控能力，能发射能量冲击波，增强自身力量与速度。,否,0,无固定阵营,无,4,孤傲,"POWER, DR. JIM",0.0250935162094763,0.0004833872453943,6,0.6701086956521739,0.15527950310559005
MR. FANTASTIC DOPPEL,神奇先生杜佩尔,男,反派,变异,拥有与神奇先生相似的橡胶般延展身体能力，但能力不稳定且受控于他人，常被反派利用进行伪装或破坏。,否,0,无固定阵营,无,4,受控傀儡,MR. FANTASTIC DOPPEL,0.0249376558603491,9.67913672773837e-05,14,0.3242138364779874,0.0875
LIZARD/DR. CURTIS CO,蜥蜴人/科特·康纳斯博士,男,反派,变异,通过蜥蜴血清获得再生能力、超强力量、敏捷性、攀爬能力和部分爬行动物特征，但会失去人性。,是,1,无固定阵营（通常为独立反派）,无,7,孤傲/偏执,LIZARD/DR. CURTIS CO,0.0249376558603491,0.0009146396498448,18,0.6831761006289307,0.2125
TEXAS TWISTER/DREW D,德克萨斯旋风/德鲁·D,男,反派,变异,能够通过高速旋转身体制造强大的龙卷风，用于攻击、防御或移动，并能控制风力方向。,否,0,邪恶大师,泽莫男爵,4,团队追随者,TEXAS TWISTER/DREW D,0.0249376558603491,6.717534220474741e-05,14,0.2890723270440252,0.15
DEVIL-SLAYER/ERIC SI,恶魔杀手/埃里克·斯,男,正派,魔法,使用魔法斗篷召唤恶魔、操控阴影、进行空间传送，并拥有强大的近战格斗能力。,否,0,午夜之子,奇异博士,5,孤傲,DEVIL-SLAYER/ERIC SI,0.0246259351620947,0.0003155303735095,14,0.3490284608562445,0.6139240506329114
VANISHER,瞬移者,男,反派,变异,拥有瞬间移动能力，可传送自身或他人至任何已知地点，但需集中精神且距离有限。,否,0,X战警反派/兄弟会,万磁王,4,孤傲,VANISHER,0.0246259351620947,0.0004734779836379,4,0.6192856566959606,0.24050632911392406
MYSTERIO/QUENTIN BEC,神秘客/昆汀·贝克,男,反派,科技,利用全息投影、无人机、化学烟雾和催眠技术制造幻象，欺骗对手，无实际超能力。,是,1,无固定阵营（曾伪装为英雄）,无,7,欺诈大师/表演型人格,MYSTERIO/QUENTIN BEC,0.0244700748129675,0.0005409053976322,18,0.7059447983014862,0.12101910828025478
MOLECULE MAN/OWEN RE,分子人/欧文·里斯,男,中立,宇宙能量,拥有操控所有物质分子的能力，可重塑现实，是漫威宇宙中最强大的存在之一。,否,0,无固定阵营,超越者,10,孤傲,MOLECULE MAN/OWEN RE,0.0244700748129675,0.0002846590104251,14,0.5135554466764658,0.07006369426751592
MENTOR/ALARS [ETERNA,导师/阿拉尔斯 [永恒族,男,正派,神力,作为永恒族领袖，拥有超强智力、能量操控、飞行、不朽寿命及创造科技的能力。,是,1,永恒族,天神组,3,团队核心,MENTOR/ALARS [ETERNA,0.0243142144638403,0.0002769371492206,14,0.5454921422663358,0.4551282051282051
BATTLESTAR/LEMAR HOS,战星/勒马尔·霍斯,男,正派,科技,通过超级士兵血清增强体能，身穿高科技战斗服，擅长近战格斗与战术指挥。,否,0,美国密探的搭档/神盾局,美国密探（约翰·沃克）,4,忠诚伙伴/团队支持者,BATTLESTAR/LEMAR HOS,0.0243142144638403,0.000304190978837,0,0.7088502894954507,0.30128205128205127
"KINCAID, DR. KEITH",基思·金凯德博士,男,反派,科技,拥有天才级智力，擅长开发先进武器和机器人技术，通过科技装备增强自身战斗能力。,否,0,九头蛇,红骷髅,6,孤傲,"KINCAID, DR. KEITH",0.0243142144638403,0.0002792109439139,5,0.6499586435070306,0.15384615384615385
VENOM/EDDIE BROCK,毒液/艾迪·布洛克,男,中立,变异,共生体赋予的超强力量、速度、自愈能力，可变形伪装，对蜘蛛感应免疫，弱点为声波和火焰。,否,3,无固定阵营,无,7,孤傲/双重身份,VENOM/EDDIE BROCK,0.0243142144638403,0.0012111060826365,18,0.7686517783291977,0.038461538461538464
"STACY, JILL",吉尔·史黛西,女,正派,格斗,作为纽约警察局警官，具备出色的格斗技巧、射击能力和侦查技能，无超能力。,否,0,纽约警察局,乔治·史黛西,2,坚韧独立,"STACY, JILL",0.0243142144638403,0.0016305347094962,18,0.7855252274607113,0.16666666666666666
SAURON/DR. KARL LYKO,索伦/卡尔·莱科博士,男,反派,变异,拥有变身为翼龙形态的能力，具备飞行、超强力量、再生能力和催眠凝视，能通过咬伤传播变种基因。,否,0,无固定阵营，常与变种人反派合作,无明确导师,7,孤傲/偏执,SAURON/DR. KARL LYKO,0.0241583541147132,0.0002503996693378,4,0.6749057394218685,0.09032258064516129
THANOS DOPPELGANGER,灭霸分身,非人类,反派,神力,拥有灭霸的物理力量、耐力、战斗技巧和无限手套的复制品，但缺乏灭霸的智慧和意志力，是魔法创造的复制体。,否,0,无固定阵营,无,7,孤傲,THANOS DOPPELGANGER,0.0241583541147132,1.066502331263815e-05,14,0.2628403854210306,0.09032258064516129
"LE FEY, MORGAN",摩根·勒菲,女,反派,魔法,精通强大黑魔法，能操控时间、空间和现实，召唤恶魔，施展诅咒，并拥有不朽生命。,否,0,无固定阵营，常作为独立反派或与黑暗势力结盟,无明确核心导师，但受亚瑟王传说和魔法传统影响,9,孤傲,"LE FEY, MORGAN",0.0241583541147132,0.0001979683185014,5,0.5839966485127775,0.10967741935483871
SWORDSMAN/JACQUES DU,剑客/雅克·杜,男,反派,格斗,精通剑术和武术，使用能量剑，无超能力但格斗技巧高超。,否,0,九头蛇,无明确核心导师,4,孤傲,SWORDSMAN/JACQUES DU,0.0241583541147132,9.832606203910426e-05,14,0.5228320067029745,0.16129032258064516
WATER WIZARD/PETE,水巫师/皮特,男,反派,魔法,能够操控水流，制造水龙卷和水墙进行攻击和防御。,否,0,无,无,3,孤傲,WATER WIZARD/PETE,0.024002493765586,0.0002517117998109,0,0.6297428062133945,0.19480519480519481
GAEA,盖亚,女,正派,神力,地球的化身，拥有操控自然、生命、大地和能量的神力，是地球的守护者和生命之源。,否,0,天神组/地球守护者,无,10,神秘莫测,GAEA,0.0236907730673316,0.0003002378234534,5,0.6316660857441617,0.34210526315789475
ASP II/CLEO,克莱奥/克莱奥,女,正派,科技,通过高科技装备获得蜘蛛侠般的超能力，包括超强力量、敏捷性、攀爬能力和蛛网发射器。,否,0,神盾局,尼克·弗瑞,4,团队合作,ASP II/CLEO,0.0236907730673316,0.0001645680632611,0,0.6829034506796794,0.19078947368421054
"CUSHING, KATE",凯特·库欣,女,正派,格斗,没有超能力，但精通格斗技巧、战术策略和武器使用，是神盾局特工。,否,0,神盾局,尼克·弗瑞,3,团队合作,"CUSHING, KATE",0.0236907730673316,0.0002260094664569,18,0.6670442662948763,0.24342105263157895
EPOCH,纪元,男,正派,宇宙能量,能够操控时间，包括时间旅行、时间暂停、加速或减速时间流动，以及观察时间线分支。,否,0,无固定阵营，常与复仇者联盟等英雄合作,无,7,孤傲,EPOCH,0.0236907730673316,0.0002620398014786,9,0.530672708260718,0.4407894736842105
"SZARDOS, MARGALI",玛格丽·萨尔多斯,女,中立,魔法,精通黑魔法与白魔法，擅长占卜、召唤、变形术，能操控能量与灵魂，是强大的女巫。,否,0,魔法界/罗马尼吉普赛部落,无明确核心导师,7,神秘/孤傲/部落领袖,"SZARDOS, MARGALI",0.0236907730673316,0.0002834622142705,4,0.6026490066225165,0.02631578947368421
ZIRAN,自然,非人类,反派,宇宙能量,掌控自然元素，能操控植物、动物、天气和大地，是地球原始自然力量的化身。,否,0,无固定阵营,无,8,孤傲,ZIRAN,0.0235349127182044,0.000200924649514,5,0.554701986754967,0.07947019867549669
"CHENEY, LILA",莱拉·切尼,女,反派,科技,拥有先进的网络黑客技术，能入侵并控制神盾局等组织的安全系统，擅长信息战和电子干扰。,否,0,九头蛇,亚历山大·皮尔斯,6,双重间谍,"CHENEY, LILA",0.0235349127182044,0.0001237144374394,4,0.5748344370860927,0.10596026490066225
ORACLE/LADY SIBYL,神谕/女先知,女,中立,魔法,拥有预知未来的能力，通过魔法仪式或水晶球揭示潜在事件，但预言常具模糊性。,否,0,无固定阵营,无,3,神秘莫测,ORACLE/LADY SIBYL,0.0235349127182044,0.0003863380090742,9,0.5695364238410596,0.013245033112582781
ARCANNA/ARCANNA JONE,阿尔卡娜/阿尔卡娜·琼斯,女,正派,魔法,精通魔法，能操控能量、飞行、制造幻象，并拥有预知能力。,否,0,捍卫者联盟,奇异博士,4,团队核心,ARCANNA/ARCANNA JONE,0.0235349127182044,0.0007730408845773,14,0.6648123620309051,0.304635761589404
BOLT II/CHRIS BRADLE,闪电侠II/克里斯·布拉德利,男,正派,变异,能生成和操控电磁能量，发射闪电束，进行高速飞行，并具备一定的电磁感应能力。,否,0,X战警,X教授,4,团队核心,BOLT II/CHRIS BRADLE,0.0235349127182044,0.00053572581754,6,0.5894039735099338,0.4370860927152318
"HAMMER, JUSTIN",贾斯汀·汉默,男,反派,科技,无超能力，但拥有天才商业头脑和军事工业资源，通过科技武器制造和雇佣反派来达成目的。,是,1,汉默工业,无,6,野心勃勃/善于操纵/双重交易,"HAMMER, JUSTIN",0.0235349127182044,0.0007566521442427,18,0.7421633554083885,0.19205298013245034
THUNDERBIRD III/NEAL,雷鸟三世/尼尔,男,正派,变异,拥有超人的力量、速度、耐力、飞行能力以及能量吸收和释放雷电的能力。,否,0,X战警,X教授,5,团队核心,THUNDERBIRD III/NEAL,0.0233790523690773,0.0002464503040692,4,0.5507829977628635,0.44
